time,S,E,I,R
701,194,487,1080,18239
702,232,476,1073,18219
703,229,508,1023,18240
704,257,500,1036,18207
705,252,536,1027,18185
706,251,582,1022,18145
707,258,607,1017,18118
708,272,603,1065,18060
709,241,606,1118,18035
710,266,605,1129,18000
711,263,622,1146,17969
712,263,592,1163,17982
713,223,623,1149,18005
714,278,591,1164,17967
715,228,602,1184,17986
716,229,599,1178,17994
717,245,584,1177,17994
718,208,604,1168,18020
719,177,583,1172,18068
720,197,538,1151,18114
721,197,527,1118,18158
722,243,509,1100,18148
723,232,532,1070,18166
724,262,538,1044,18156
725,230,580,1034,18156
726,227,583,1061,18129
727,217,563,1106,18114
728,218,548,1105,18129
729,220,531,1105,18144
730,245,542,1123,18090
