time,S,E,I,R
140,185,503,930,18382
141,229,493,906,18372
142,212,518,900,18370
143,193,488,935,18384
144,229,487,920,18364
145,231,496,943,18330
146,220,506,946,18328
147,214,535,947,18304
148,223,523,976,18278
149,196,515,970,18319
150,209,502,979,18310
151,187,514,971,18328
152,195,475,1002,18328
153,205,461,983,18351
154,214,472,968,18346
155,204,471,953,18372
156,233,503,925,18339
157,218,524,902,18356
158,214,533,899,18354
159,170,537,915,18378
160,207,485,955,18353
161,218,474,950,18358
162,235,499,931,18335
163,221,519,933,18327
164,197,528,937,18338
165,201,509,953,18337
166,220,483,970,18327
167,167,497,974,18362
168,221,466,964,18349
169,188,486,963,18363
170,212,459,965,18364
171,207,481,946,18366
172,231,472,954,18343
173,214,492,959,18335
174,242,496,942,18320
175,223,539,939,18299
176,200,554,949,18297
177,213,545,970,18272
178,229,521,1013,18237
179,185,521,999,18295
180,215,501,976,18308
181,243,502,967,18288
182,232,518,968,18282
183,207,535,980,18278
184,230,523,990,18257
185,219,533,995,18253
186,212,541,973,18274
187,195,537,992,18276
188,233,512,1004,18251
189,218,517,1017,18248
190,214,518,1003,18265
191,176,513,1007,18304
192,231,487,1014,18268
193,194,519,986,18301
194,205,510,982,18303
195,196,495,991,18318
196,217,484,995,18304
197,208,492,1005,18295
198,205,489,1011,18295
199,195,493,1012,18300
200,202,476,1005,18317
201,216,480,997,18307
202,231,494,988,18287
203,200,518,968,18314
204,213,509,969,18309
205,199,527,961,18313
206,206,510,979,18305
207,182,521,951,18346
208,207,495,955,18343
209,175,483,967,18375
210,221,472,965,18342
211,228,499,949,18324
212,236,514,967,18283
213,248,520,988,18244
214,237,543,984,18236
215,205,550,986,18259
216,249,532,1015,18204
217,238,563,1042,18157
218,243,552,1065,18140
219,192,572,1059,18177
220,195,553,1062,18190
221,180,520,1066,18234
222,203,504,1036,18257
223,219,494,1026,18261
224,205,510,1013,18272
225,217,497,1005,18281
226,240,493,1010,18257
227,218,535,976,18271
228,236,535,961,18268
229,231,541,991,18237
230,194,551,999,18256
231,221,519,1030,18230
232,245,525,1031,18199
233,204,563,1036,18197
234,237,547,1035,18181
235,234,541,1051,18174
236,260,570,1040,18130
237,216,576,1039,18169
238,202,550,1057,18191
239,172,535,1058,18235
240,202,505,1048,18245
241,191,507,1034,18268
242,228,510,993,18269
243,231,523,981,18265
244,242,536,981,18241
245,219,551,991,18239
246,266,531,1007,18196
247,238,575,995,18192
248,265,568,1028,18139
249,216,588,1044,18152
250,189,566,1058,18187
251,182,510,1077,18231
252,208,499,1057,18236
253,223,487,1046,18244
254,219,497,1052,18232
255,210,509,1031,18250
256,230,518,997,18255
257,218,541,968,18273
258,227,538,990,18245
259,223,533,992,18252
260,248,534,1000,18218
261,246,561,989,18204
262,262,573,1009,18156
263,196,600,1021,18183
264,243,554,1048,18155
265,222,548,1086,18144
266,215,546,1076,18163
267,236,556,1075,18133
268,224,557,1066,18153
269,199,541,1088,18172
270,215,509,1110,18166
271,178,516,1087,18219
272,232,484,1101,18183
273,242,504,1070,18184
274,256,524,1058,18162
275,201,566,1033,18200
276,240,548,1045,18167
277,228,562,1045,18165
278,226,542,1066,18166
279,203,534,1061,18202
280,233,517,1075,18175
281,244,512,1070,18174
282,260,523,1084,18133
283,229,529,1100,18142
284,201,547,1093,18159
285,205,559,1064,18172
286,230,527,1086,18157
287,189,534,1065,18212
288,240,499,1057,18204
289,246,516,1065,18173
290,248,556,1045,18151
291,231,589,1042,18138
292,252,580,1044,18124
293,213,575,1061,18151
294,244,577,1024,18155
295,214,571,1058,18157
296,205,590,1036,18169
297,220,578,1017,18185
298,239,541,1042,18178
299,202,544,1049,18205
300,217,508,1055,18220
301,220,525,1033,18222
302,227,523,1040,18210
303,194,534,1035,18237
304,220,523,1014,18243
305,205,540,999,18256
306,226,525,1007,18242
307,215,518,1026,18241
308,226,521,1020,18233
309,216,528,1031,18225
310,215,538,1020,18227
311,202,530,1005,18263
312,230,506,1015,18249
313,236,535,1020,18209
314,235,546,1029,18190
315,222,558,1020,18200
316,230,567,1021,18182
317,212,572,1012,18204
318,210,544,1038,18208
319,207,524,1043,18226
320,197,540,1015,18248
321,216,520,1039,18225
322,221,520,1057,18202
323,217,513,1056,18214
324,242,512,1047,18199
325,224,515,1039,18222
326,225,543,1029,18203
327,240,555,1026,18179
328,232,574,1051,18143
329,205,574,1083,18138
330,248,556,1052,18144
331,244,562,1043,18151
332,227,571,1036,18166
333,233,571,1035,18161
334,235,544,1079,18142
335,195,535,1076,18194
336,246,522,1061,18171
337,209,553,1063,18175
338,211,533,1093,18163
339,214,500,1100,18186
340,237,503,1072,18188
341,217,499,1098,18186
342,248,487,1087,18178
343,226,530,1059,18185
344,237,550,1061,18152
345,235,576,1064,18125
346,277,554,1089,18080
347,268,592,1099,18041
348,239,619,1088,18054
349,231,617,1108,18044
350,230,601,1104,18065
351,212,586,1139,18063
352,238,568,1123,18071
353,216,560,1128,18096
354,241,554,1107,18098
355,203,579,1113,18105
356,253,540,1117,18090
357,217,559,1103,18121
358,193,550,1102,18155
359,177,538,1084,18201
360,205,506,1093,18196
361,193,505,1067,18235
362,270,497,1050,18183
363,244,553,1009,18194
364,272,568,1001,18159
365,278,561,1045,18116
366,276,571,1051,18102
367,255,585,1065,18095
368,255,596,1072,18077
369,210,593,1088,18109
370,211,580,1092,18117
371,219,564,1100,18117
372,255,549,1095,18101
373,217,551,1102,18130
374,194,531,1119,18156
375,183,493,1117,18207
376,241,478,1110,18171
377,196,502,1088,18214
378,226,492,1072,18210
379,226,501,1050,18223
380,203,538,1002,18257
381,241,506,1017,18236
382,261,543,1008,18188
383,234,575,1005,18186
384,251,555,1033,18161
385,235,574,1041,18150
386,251,569,1061,18119
387,229,580,1070,18121
388,242,567,1076,18115
389,226,568,1072,18134
390,256,546,1093,18105
391,223,593,1066,18118
392,244,561,1094,18101
393,239,567,1095,18099
394,217,572,1087,18124
395,185,545,1109,18161
396,216,507,1096,18181
397,199,521,1086,18194
398,221,523,1049,18207
399,203,533,1045,18219
400,230,518,1041,18211
401,243,535,1039,18183
402,224,542,1039,18195
403,228,545,1027,18200
404,221,536,1036,18207
405,235,533,1041,18191
406,213,535,1066,18186
407,220,541,1036,18203
408,228,553,1029,18190
409,236,547,1046,18171
410,248,564,1066,18122
411,249,575,1066,18110
412,244,587,1073,18096
413,208,596,1093,18103
414,231,558,1107,18104
415,221,523,1116,18140
416,226,525,1092,18157
417,206,537,1097,18160
418,207,526,1092,18175
419,199,525,1066,18210
420,231,506,1055,18208
421,241,516,1052,18191
422,248,504,1065,18183
423,255,531,1056,18158
424,266,556,1066,18112
425,243,588,1075,18094
426,248,573,1087,18092
427,265,591,1088,18056
428,234,637,1073,18056
429,244,618,1095,18043
430,227,602,1111,18060
431,193,576,1135,18096
432,234,538,1140,18088
433,226,565,1105,18104
434,261,564,1073,18102
435,220,618,1074,18088
436,224,595,1114,18067
437,203,563,1140,18094
438,223,548,1126,18103
439,193,538,1138,18131
440,196,529,1123,18152
441,208,520,1109,18163
442,242,516,1055,18187
443,216,541,1028,18215
444,246,509,1071,18174
445,254,511,1082,18153
446,255,535,1080,18130
447,255,582,1040,18123
448,214,606,1031,18149
449,185,591,1051,18173
450,236,541,1093,18130
451,234,540,1114,18112
452,213,565,1099,18123
453,240,547,1104,18109
454,254,555,1087,18104
455,207,579,1081,18133
456,231,577,1092,18100
457,263,542,1110,18085
458,208,565,1109,18118
459,213,540,1105,18142
460,198,537,1094,18171
461,207,536,1084,18173
462,203,524,1074,18199
463,245,487,1070,18198
464,215,544,1034,18207
465,224,563,1030,18183
466,258,543,1040,18159
467,232,557,1047,18164
468,275,562,1036,18127
469,251,601,1044,18104
470,253,597,1067,18083
471,257,598,1086,18059
472,281,607,1080,18032
473,220,644,1091,18045
474,208,617,1133,18042
475,217,569,1151,18063
476,220,564,1152,18064
477,211,580,1116,18093
478,209,558,1124,18109
479,188,550,1129,18133
480,218,536,1108,18138
481,203,544,1078,18175
482,213,535,1085,18167
483,239,500,1118,18143
484,229,530,1070,18171
485,248,514,1077,18161
486,256,540,1070,18134
487,249,570,1056,18125
488,228,567,1085,18120
489,226,573,1069,18132
490,222,572,1092,18114
491,209,562,1131,18098
492,269,564,1115,18052
493,231,587,1107,18075
494,221,584,1085,18110
495,217,581,1081,18121
496,258,554,1077,18111
497,232,569,1079,18120
498,228,575,1104,18093
499,222,557,1118,18103
500,214,560,1106,18120
501,214,539,1100,18147
502,226,519,1104,18151
503,184,521,1102,18193
504,205,496,1071,18228
505,252,496,1047,18205
506,258,525,1036,18181
507,257,563,1025,18155
508,242,579,1031,18148
509,233,585,1038,18144
510,251,579,1050,18120
511,216,596,1069,18119
512,269,603,1060,18068
513,255,629,1110,18006
514,263,594,1154,17989
515,199,626,1141,18034
516,229,577,1161,18033
517,217,573,1159,18051
518,208,533,1152,18107
519,222,508,1147,18123
520,233,544,1100,18123
521,249,552,1094,18105
522,269,579,1083,18069
523,253,603,1101,18043
524,241,603,1096,18060
525,196,616,1105,18083
526,222,576,1109,18093
527,206,567,1107,18120
528,210,544,1136,18110
529,215,512,1137,18136
530,227,521,1102,18150
531,239,545,1086,18130
532,267,554,1081,18098
533,231,570,1118,18081
534,289,575,1102,18034
535,269,619,1108,18004
536,260,637,1118,17985
537,221,659,1101,18019
538,221,587,1165,18027
539,187,586,1145,18082
540,240,547,1152,18061
541,243,539,1153,18065
542,237,544,1136,18083
543,222,560,1113,18105
544,211,553,1115,18121
545,199,535,1102,18164
546,216,520,1100,18164
547,242,516,1104,18138
548,245,528,1090,18137
549,224,553,1084,18139
550,205,538,1116,18141
551,194,540,1094,18172
552,241,536,1083,18140
553,237,539,1079,18145
554,247,540,1062,18151
555,227,570,1067,18136
556,236,574,1074,18116
557,201,584,1085,18130
558,216,545,1110,18129
559,194,533,1127,18146
560,213,497,1127,18163
561,243,493,1124,18140
562,237,520,1102,18141
563,238,545,1096,18121
564,277,569,1082,18072
565,237,615,1080,18068
566,250,610,1078,18062
567,257,580,1117,18046
568,222,589,1127,18062
569,212,558,1148,18082
570,213,541,1144,18102
571,212,525,1146,18117
572,232,514,1145,18109
573,206,528,1136,18130
574,184,528,1113,18175
575,201,511,1081,18207
576,230,523,1043,18204
577,258,533,1044,18165
578,265,566,1051,18118
579,246,592,1076,18086
580,237,599,1067,18097
581,228,574,1111,18087
582,244,570,1083,18103
583,240,585,1096,18079
584,237,591,1094,18078
585,245,580,1104,18071
586,239,570,1113,18078
587,239,568,1114,18079
588,234,575,1094,18097
589,238,568,1090,18104
590,251,571,1094,18084
591,231,570,1109,18090
592,234,571,1119,18076
593,206,564,1096,18134
594,216,545,1086,18153
595,203,531,1120,18146
596,230,514,1115,18141
597,243,528,1065,18164
598,211,554,1063,18172
599,193,561,1026,18220
600,209,524,1050,18217
601,241,507,1044,18208
602,236,540,1017,18207
603,226,541,1039,18194
604,248,560,1032,18160
605,238,583,1039,18140
606,256,604,1056,18084
607,274,585,1107,18034
608,212,628,1104,18056
609,216,597,1130,18057
610,248,560,1122,18070
611,217,565,1113,18105
612,215,557,1134,18094
613,221,549,1139,18091
614,231,536,1157,18076
615,240,533,1123,18104
616,232,550,1105,18113
617,225,556,1089,18130
618,244,532,1096,18128
619,209,542,1091,18158
620,240,529,1093,18138
621,218,551,1086,18145
622,219,553,1090,18138
623,205,544,1093,18158
624,227,571,1038,18164
625,200,588,1054,18158
626,243,558,1032,18167
627,216,562,1048,18174
628,213,572,1030,18185
629,216,550,1029,18205
630,247,535,1032,18186
631,271,534,1018,18177
632,254,561,1047,18138
633,282,571,1044,18103
634,260,593,1078,18069
635,237,590,1097,18076
636,257,578,1114,18051
637,226,594,1126,18054
638,203,587,1144,18066
639,212,579,1133,18076
640,229,545,1158,18068
641,211,544,1141,18104
642,235,543,1120,18102
643,213,553,1104,18130
644,210,506,1143,18141
645,216,510,1136,18138
646,214,513,1085,18188
647,193,503,1102,18202
648,244,481,1105,18170
649,210,510,1081,18199
650,209,523,1065,18203
651,268,513,1070,18149
652,280,558,1048,18114
653,263,602,1030,18105
654,276,598,1076,18050
655,260,608,1091,18041
656,258,599,1087,18056
657,238,620,1086,18056
658,229,614,1091,18066
659,202,599,1119,18080
660,251,566,1114,18069
661,252,578,1107,18063
662,197,616,1089,18098
663,208,571,1098,18123
664,209,556,1095,18140
665,204,534,1087,18175
666,238,531,1112,18119
667,220,558,1098,18124
668,232,550,1101,18117
669,236,555,1103,18106
670,218,562,1060,18160
671,193,526,1089,18192
672,224,505,1091,18180
673,224,522,1088,18166
674,211,527,1084,18178
675,229,530,1070,18171
676,218,533,1068,18181
677,220,528,1062,18190
678,236,554,1033,18177
679,250,563,1053,18134
680,233,565,1070,18132
681,261,572,1073,18094
682,232,593,1075,18100
683,213,588,1087,18112
684,223,557,1112,18108
685,241,560,1088,18111
686,238,558,1110,18094
687,212,572,1117,18099
688,247,559,1093,18101
689,225,583,1062,18130
690,229,567,1086,18118
691,221,560,1085,18134
692,235,545,1057,18163
693,226,573,1056,18145
694,230,585,1043,18142
695,228,598,1040,18134
696,258,576,1067,18099
697,233,594,1076,18097
698,246,566,1090,18098
699,223,585,1096,18096
700,205,577,1102,18116
701,199,542,1103,18156
702,227,530,1095,18148
703,203,524,1092,18181
704,232,507,1084,18177
705,255,534,1061,18150
706,238,568,1063,18131
707,239,573,1071,18117
708,294,572,1088,18046
709,316,587,1101,17996
710,267,638,1111,17984
711,231,646,1123,18000
712,244,627,1137,17992
713,225,650,1145,17980
714,207,612,1186,17995
715,194,570,1217,18019
716,206,559,1175,18060
717,200,542,1156,18102
718,215,516,1102,18167
719,206,497,1076,18221
720,226,511,1039,18224
721,209,509,1039,18243
722,240,507,1046,18207
723,256,529,1045,18170
724,267,532,1071,18130
725,241,557,1045,18157
726,214,577,1057,18152
727,221,549,1072,18158
728,188,541,1092,18179
729,233,522,1087,18158
730,247,534,1048,18171
