time,S,E,I,R
0,19980,0,20,0
1,5456,14524,16,4
2,1485,14309,4197,9
3,415,11330,7677,578
4,140,8312,9958,1590
5,45,6079,10988,2888
6,24,4416,11235,4325
7,15,3129,11058,5798
8,21,2258,10452,7269
9,34,1650,9687,8629
10,47,1213,8865,9875
11,43,865,8126,10966
12,42,642,7279,12037
13,38,476,6480,13006
14,62,372,5730,13836
15,67,301,5090,14542
16,76,256,4477,15191
17,63,226,3929,15782
18,95,186,3488,16231
19,94,172,3054,16680
20,85,177,2664,17074
21,95,172,2362,17371
22,89,177,2117,17617
23,88,184,1882,17846
24,110,190,1680,18020
25,98,196,1512,18194
26,94,203,1359,18344
27,84,208,1223,18485
28,120,212,1106,18562
29,97,226,1017,18660
30,111,218,927,18744
31,134,212,857,18797
32,138,229,791,18842
33,112,269,733,18886
34,130,269,692,18909
35,113,264,699,18924
36,129,257,664,18950
37,126,257,656,18961
38,118,259,649,18974
39,127,264,631,18978
40,148,268,624,18960
41,136,283,594,18987
42,163,289,571,18977
43,139,312,574,18975
44,157,322,545,18976
45,153,336,531,18980
46,166,337,551,18946
47,133,332,602,18933
48,161,331,611,18897
49,139,341,626,18894
50,159,338,608,18895
51,139,346,598,18917
52,173,328,622,18877
53,130,355,614,18901
54,131,331,630,18908
55,134,328,617,18921
56,174,312,615,18899
57,179,328,620,18873
58,175,335,620,18870
59,140,352,631,18877
60,158,355,630,18857
61,180,333,648,18839
62,175,359,639,18827
63,145,378,636,18841
64,165,369,643,18823
65,152,387,650,18811
66,164,365,662,18809
67,161,374,674,18791
68,170,371,681,18778
69,152,379,699,18770
70,168,351,714,18767
71,153,360,705,18782
72,185,370,677,18768
73,197,370,663,18770
74,178,392,690,18740
75,172,408,695,18725
76,170,403,721,18706
77,158,424,699,18719
78,190,388,736,18686
79,160,415,732,18693
80,177,395,729,18699
81,177,378,734,18711
82,176,387,715,18722
83,164,392,717,18727
84,219,383,711,18687
85,164,432,714,18690
86,184,406,741,18669
87,186,412,743,18659
88,200,404,760,18636
89,154,420,783,18643
90,174,409,795,18622
91,177,407,821,18595
92,218,423,798,18561
93,225,443,822,18510
94,208,471,818,18503
95,150,481,828,18541
96,210,429,847,18514
97,191,451,830,18528
98,188,431,853,18528
99,173,446,826,18555
100,206,429,855,18510
101,181,457,842,18520
102,216,450,844,18490
103,201,462,856,18481
104,195,451,879,18475
105,181,468,884,18467
106,200,440,891,18469
107,159,462,870,18509
108,190,449,871,18490
109,166,445,886,18503
110,179,431,886,18504
111,167,422,899,18512
112,192,418,889,18501
113,186,410,889,18515
114,195,424,858,18523
115,212,431,862,18495
116,224,433,850,18493
117,215,479,832,18474
118,196,485,847,18472
119,140,485,859,18516
120,201,462,845,18492
121,223,459,851,18467
122,214,459,867,18460
123,195,469,882,18454
124,215,459,892,18434
125,180,484,877,18459
126,208,454,909,18429
127,197,452,901,18450
128,213,433,914,18440
129,220,463,897,18420
130,204,477,891,18428
131,165,486,884,18465
132,204,448,904,18444
133,203,443,916,18438
134,202,455,917,18426
135,190,459,925,18426
136,208,450,915,18427
137,186,458,914,18442
138,220,447,913,18420
139,196,468,907,18429
140,213,460,918,18409
141,225,477,922,18376
142,207,483,936,18374
143,168,496,936,18400
144,200,481,924,18395
145,220,465,927,18388
146,230,480,900,18390
147,227,508,892,18373
148,222,512,920,18346
149,181,510,943,18366
150,194,480,955,18371
151,177,495,948,18380
152,180,483,950,18387
153,159,470,951,18420
154,212,434,946,18408
155,217,454,907,18422
156,228,467,898,18407
157,228,465,920,18387
158,206,483,900,18411
159,195,483,917,18405
160,224,469,913,18394
161,205,473,949,18373
162,230,458,968,18344
163,202,474,973,18351
164,199,485,971,18345
165,210,489,950,18351
166,223,509,926,18342
167,177,531,912,18380
168,211,506,933,18350
169,224,501,938,18337
170,218,497,960,18325
171,227,507,937,18329
172,263,513,936,18288
173,211,548,965,18276
174,218,543,986,18253
175,191,545,990,18274
176,231,524,1019,18226
177,230,515,1028,18227
178,230,522,1017,18231
179,184,513,1043,18260
180,197,495,1006,18302
181,226,484,1022,18268
182,237,495,1003,18265
183,211,508,999,18282
184,236,499,1009,18256
185,224,528,1004,18244
186,232,531,1037,18200
187,218,535,1038,18209
188,213,529,1022,18236
189,191,530,1015,18264
190,191,488,1043,18278
191,195,460,1042,18303
192,258,455,1016,18271
193,253,481,1019,18247
194,217,516,1020,18247
195,205,523,1025,18247
196,244,506,1072,18178
197,201,545,1058,18196
198,230,509,1065,18196
199,193,515,1065,18227
200,233,505,1041,18221
201,235,526,1052,18187
202,241,519,1058,18182
203,209,524,1063,18204
204,240,521,1043,18196
205,220,552,1033,18195
206,218,566,1030,18186
207,182,569,1009,18240
208,199,525,1032,18244
209,180,498,1033,18289
210,213,483,1047,18257
211,234,475,1039,18252
212,232,511,1003,18254
