time,S,E,I,R
0,19980,0,20,0
1,5555,14425,17,3
2,1487,14459,4049,5
3,387,11585,7483,545
4,112,8633,9697,1558
5,36,6288,10900,2776
6,15,4595,11145,4245
7,14,3277,10975,5734
8,19,2354,10430,7197
9,21,1652,9715,8612
10,33,1204,8898,9865
11,30,887,8039,11044
12,40,657,7223,12080
13,54,494,6444,13008
14,65,385,5768,13782
15,59,302,5112,14527
16,62,244,4538,15156
17,58,210,3957,15775
18,69,175,3486,16270
19,75,167,3103,16655
20,75,165,2731,17029
21,68,158,2415,17359
22,81,157,2114,17648
23,82,155,1871,17892
24,97,156,1674,18073
25,100,166,1467,18267
26,113,176,1309,18402
27,101,198,1167,18534
28,118,207,1077,18598
29,119,214,998,18669
30,118,213,935,18734
31,109,227,832,18832
32,128,228,767,18877
33,102,246,732,18920
34,123,248,691,18938
35,114,253,674,18959
36,130,266,629,18975
37,118,261,617,19004
38,116,284,579,19021
39,116,277,572,19035
40,138,276,549,19037
41,93,296,538,19073
42,142,267,554,19037
43,140,276,545,19039
44,147,279,556,19018
45,135,295,568,19002
46,158,293,576,18973
47,125,319,565,18991
48,131,295,580,18994
49,127,298,580,18995
50,145,279,592,18984
51,159,280,600,18961
52,165,309,582,18944
53,143,341,582,18934
54,163,330,595,18912
55,143,333,601,18923
56,164,321,605,18910
57,164,344,612,18880
58,159,354,631,18856
59,127,347,645,18881
60,144,327,664,18865
61,153,317,659,18871
62,154,325,654,18867
63,143,331,649,18877
64,169,323,656,18852
65,152,348,637,18863
66,179,355,620,18846
67,155,381,639,18825
68,164,383,650,18803
69,178,373,677,18772
70,187,377,697,18739
71,169,403,695,18733
72,188,393,704,18715
73,161,420,695,18724
74,162,413,707,18718
75,170,397,727,18706
76,175,400,711,18714
77,151,384,740,18725
78,180,367,738,18715
79,172,376,734,18718
80,199,386,710,18705
81,167,410,716,18707
82,160,386,759,18695
83,138,379,757,18726
84,181,339,776,18704
85,170,375,754,18701
86,199,383,767,18651
87,175,411,784,18630
88,183,389,811,18617
89,164,388,797,18651
90,172,378,792,18658
91,183,396,763,18658
92,211,411,764,18614
93,210,443,776,18571
94,165,445,795,18595
95,155,416,794,18635
96,208,405,796,18591
97,169,448,767,18616
98,167,432,804,18597
99,138,426,819,18617
100,214,398,804,18584
101,193,429,790,18588
102,202,423,809,18566
103,184,440,810,18566
104,195,429,831,18545
105,189,448,822,18541
106,193,444,804,18559
107,184,464,805,18547
108,216,458,834,18492
109,195,458,849,18498
110,184,458,879,18479
111,190,442,897,18471
112,206,440,880,18474
113,162,470,895,18473
114,177,450,900,18473
115,156,455,878,18511
116,186,452,860,18502
117,209,435,889,18467
118,192,439,886,18483
119,141,427,901,18531
120,209,390,895,18506
121,198,410,878,18514
122,214,411,894,18481
123,198,432,889,18481
124,190,451,895,18464
125,163,436,914,18487
126,203,422,887,18488
127,197,451,870,18482
128,197,474,862,18467
129,207,471,859,18463
130,212,452,879,18457
131,167,449,917,18467
132,194,447,918,18441
133,198,447,910,18445
134,178,447,944,18431
135,182,453,920,18445
136,212,452,917,18419
137,211,443,918,18428
138,227,475,899,18399
139,183,494,901,18422
140,206,475,921,18398
141,213,486,907,18394
142,199,487,899,18415
143,173,481,889,18457
144,209,450,917,18424
145,192,478,909,18421
146,204,475,904,18417
147,204,491,904,18401
148,212,503,885,18400
149,190,497,896,18417
150,191,484,912,18413
151,185,487,913,18415
152,193,478,917,18412
153,187,463,921,18429
154,192,456,908,18444
155,193,457,901,18449
156,256,426,910,18408
157,232,479,899,18390
158,227,497,917,18359
159,195,496,941,18368
160,234,478,960,18328
161,227,508,968,18297
162,216,502,993,18289
163,177,514,986,18323
164,204,474,1000,18322
165,179,484,983,18354
166,189,451,1001,18359
167,156,459,974,18411
168,229,451,951,18369
169,193,503,913,18391
170,230,480,938,18352
171,219,495,946,18340
172,227,506,953,18314
173,195,517,950,18338
174,198,495,977,18330
175,190,475,993,18342
176,202,479,991,18328
177,213,458,979,18350
178,210,477,947,18366
179,159,496,946,18399
180,196,439,979,18386
181,211,453,940,18396
182,214,472,934,18380
183,202,478,963,18357
184,245,473,969,18313
185,230,506,950,18314
186,218,507,978,18297
187,181,523,985,18311
188,182,495,999,18324
189,198,485,979,18338
190,206,486,974,18334
191,177,475,997,18351
192,215,478,961,18346
